id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h,label
0,793,488,121,23,38,488,136,1.007009864,0.992462337,0,0,512,512,RBC
1,1064,310,44,38,34,312,56,1.003273606,0.985981286,0,0,512,512,RBC
2,1075,303,239,36,36,312,248,1.003036261,0.992578864,0,0,512,512,RBC
3,1008,154,402,32,37,184,408,1.00268662,0.984236479,0,0,512,512,RBC
4,467,34,494,32,17,40,504,1.00253737,1.0,0,0,512,512,RBC
5,1372,388,388,39,42,408,392,1.00249958,0.985580385,0,0,512,512,RBC
6,997,380,172,36,34,408,200,1.002286911,0.993013978,0,0,512,512,RBC
7,1377,388,388,77,42,392,408,1.001663923,0.983465135,0,0,512,512,RBC
8,1161,22,271,40,35,24,280,1.001528978,0.98888886,0,0,512,512,RBC
9,1151,311,0,37,37,312,24,1.001020432,0.986171126,0,0,512,512,RBC
10,1239,163,288,40,38,200,296,1.000456691,0.993558764,0,0,512,512,RBC
11,831,159,443,34,30,184,456,1.000415325,0.983273625,0,0,512,512,RBC
12,850,151,474,36,29,152,488,1.000154972,0.992965996,0,0,512,512,RBC
13,1201,190,217,41,36,216,232,1.000131369,0.995012462,0,0,512,512,RBC
14,1262,431,190,38,40,440,216,1.000124931,0.990521312,0,0,512,512,RBC
15,1044,67,57,36,35,88,88,1.000070095,0.993307829,0,0,512,512,RBC
16,1358,345,221,42,40,360,232,1.000030518,0.993401766,0,0,512,512,RBC
17,1187,184,172,43,35,184,184,0.999868095,0.994962215,0,0,512,512,RBC
18,1095,358,431,40,34,360,440,0.999865592,0.989100814,0,0,512,512,RBC
19,596,213,492,38,19,248,504,0.999751985,0.986733019,0,0,512,512,RBC
20,939,65,0,39,28,104,8,0.99950546,0.994686484,0,0,512,512,RBC
21,1021,101,31,37,34,136,56,0.999457896,0.994152069,0,0,512,512,RBC
22,1059,246,8,38,35,248,24,0.999400198,0.993414879,0,0,512,512,RBC
23,762,0,66,24,36,24,88,0.999311388,0.989556134,0,0,512,512,RBC
24,1158,295,179,39,36,328,184,0.998962462,0.990574121,0,0,512,512,RBC
25,992,118,253,38,33,120,264,0.998901188,0.990972936,0,0,512,512,RBC
26,1256,184,353,41,40,184,376,0.998655975,0.984152138,0,0,512,512,RBC
27,1008,437,250,34,36,456,280,0.998183131,0.983300567,0,0,512,512,RBC
28,1024,426,126,40,32,456,152,0.998075783,0.989299595,0,0,512,512,RBC
29,1183,267,330,48,31,280,360,0.997831881,0.987341762,0,0,512,512,RBC
30,966,269,363,32,35,296,376,0.997793615,0.993808031,0,0,512,512,RBC
31,1135,391,205,39,35,392,232,0.997762024,0.992105246,0,0,512,512,RBC
32,551,195,449,23,29,200,456,0.997747719,0.996370256,0,0,512,512,RBC
33,774,331,467,29,44,344,504,0.997668922,0.969426751,0,0,512,512,RBC
34,1104,344,357,40,34,360,376,0.997650743,0.990090072,0,0,512,512,RBC
35,1254,230,226,38,41,232,248,0.997619927,0.988114119,0,0,512,512,RBC
36,1188,471,70,36,40,488,104,0.997505128,0.98747915,0,0,512,512,RBC
37,404,486,494,25,17,488,504,0.997452915,0.992592573,0,0,512,512,RBC
38,1076,238,308,40,33,264,312,0.997422636,0.990766406,0,0,512,512,RBC
39,1270,94,294,41,39,104,328,0.996797264,0.987460792,0,0,512,512,RBC
