id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h,label
0,1014,189,70,32,38,200.0,72.0,1.0054584741592407,0.9882006049156188,0,0,512,512,RBC
1,851,0,241,28,36,24.0,264.0,1.002738118171692,0.9906432628631592,0,0,512,512,RBC
2,927,98,195,40,29,120.0,200.0,1.002421736717224,0.9871794581413268,0,0,512,512,RBC
3,752,333,487,38,24,360.0,504.0,1.0023185014724731,0.9881109595298768,0,0,512,512,RBC
4,1126,85,471,37,37,104.0,472.0,1.001805543899536,0.9893898963928224,0,0,512,512,RBC
5,1163,45,74,38,38,72.0,104.0,1.001708745956421,0.9905982613563538,0,0,512,512,RBC
6,941,199,5,34,33,232.0,24.0,1.0015801191329956,0.9957582354545592,0,0,512,512,RBC
7,1052,193,477,36,34,200.0,488.0,1.0010112524032593,0.9914772510528564,0,0,512,512,RBC
8,888,320,26,32,34,344.0,56.0,1.0009183883666992,0.991051435470581,0,0,512,512,RBC
9,773,25,212,32,30,40.0,216.0,1.0008624792099,0.9846153855323792,0,0,512,512,RBC
10,852,58,328,33,31,88.0,344.0,1.0004963874816897,0.9953106641769408,0,0,512,512,RBC
11,976,231,211,36,33,232.0,232.0,1.0004299879074097,0.989827036857605,0,0,512,512,RBC
12,987,155,74,30,38,168.0,104.0,1.0003695487976074,0.991910994052887,0,0,512,512,RBC
13,1033,180,279,37,34,200.0,312.0,1.0002995729446411,0.9836381077766418,0,0,512,512,RBC
14,709,328,0,37,21,328.0,8.0,0.9997654557228088,0.9957746267318726,0,0,512,512,RBC
15,921,78,435,34,33,88.0,440.0,0.9996204972267152,0.988095223903656,0,0,512,512,RBC
16,959,357,87,38,31,360.0,104.0,0.9994134306907654,0.9834539890289308,0,0,512,512,RBC
17,875,122,255,31,34,136.0,264.0,0.9993892312049866,0.982993185520172,0,0,512,512,RBC
18,913,343,54,34,33,344.0,72.0,0.9993533492088318,0.988017439842224,0,0,512,512,RBC
19,1078,216,265,37,35,232.0,280.0,0.9992225766181946,0.989814817905426,0,0,512,512,RBC
20,1589,0,363,39,66,24.0,392.0,0.9992148876190186,0.9837905168533324,0,0,512,512,RBC
21,895,174,114,37,31,184.0,136.0,0.9991617798805236,0.9878048896789552,0,0,512,512,RBC
