id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h,label
0,883,9,484,36,27,24,488,1.008609295,0.992108226,0,0,512,512,RBC
1,1169,276,236,40,35,312,264,1.005903006,0.992353439,0,0,512,512,RBC
2,1006,75,2,32,37,88,8,1.004872561,0.992071331,0,0,512,512,RBC
3,1027,315,181,36,35,328,184,1.004738331,0.987427473,0,0,512,512,RBC
4,889,27,187,35,31,56,216,1.004530311,0.984357536,0,0,512,512,RBC
5,851,49,49,33,31,72,72,1.004386425,0.994131446,0,0,512,512,RBC
6,1098,47,150,39,33,56,152,1.003042459,0.990045249,0,0,512,512,RBC
7,1097,135,201,38,36,168,232,1.002665281,0.986376047,0,0,512,512,RBC
8,981,279,175,33,36,296,200,1.002395868,0.987854242,0,0,512,512,RBC
9,1102,122,244,37,36,152,264,1.002369285,0.991855204,0,0,512,512,RBC
10,975,120,170,35,33,152,184,1.002075911,0.989795923,0,0,512,512,RBC
11,667,0,60,22,34,8,88,1.001996994,0.994011998,0,0,512,512,RBC
12,688,462,0,37,21,472,8,1.001873136,0.995645881,0,0,512,512,RBC
13,1140,35,6,38,37,56,40,1.001460075,0.986050546,0,0,512,512,RBC
14,874,39,313,35,29,56,344,1.000970125,0.992018223,0,0,512,512,RBC
15,1050,223,185,35,36,232,216,1.000910163,0.982938409,0,0,512,512,RBC
16,888,269,31,33,33,280,56,1.00089252,0.982102931,0,0,512,512,RBC
18,927,174,178,33,34,184,200,1.000276804,0.989258885,0,0,512,512,RBC
19,809,0,211,25,38,8,248,1.00027442,0.995061755,0,0,512,512,RBC
20,1009,301,17,36,33,312,40,1.000174046,0.988165677,0,0,512,512,RBC
21,718,145,121,29,29,168,136,0.999669254,0.99031812,0,0,512,512,RBC
22,913,143,477,35,32,168,504,0.999643564,0.992349744,0,0,512,512,RBC
23,870,106,130,35,30,136,136,0.999513626,0.989690721,0,0,512,512,RBC
24,970,176,115,33,35,184,136,0.999222338,0.982564092,0,0,512,512,RBC
25,1012,46,273,35,35,56,296,0.999093831,0.984313726,0,0,512,512,RBC
26,1055,452,281,36,35,456,296,0.998918593,0.989632428,0,0,512,512,RBC
27,887,174,301,34,32,184,312,0.998880506,0.983164966,0,0,512,512,RBC
28,1136,27,81,36,39,56,88,0.998831987,0.987730086,0,0,512,512,RBC
29,1031,282,477,35,34,312,504,0.998781085,0.986525476,0,0,512,512,RBC
30,1068,321,217,37,35,344,216,0.998714805,0.986059487,0,0,512,512,RBC
31,1021,210,228,36,34,216,248,0.998003125,0.986354768,0,0,512,512,RBC
32,605,190,491,33,20,216,504,0.997660577,0.993421078,0,0,512,512,RBC
33,1270,253,444,40,39,264,472,0.997598588,0.988262892,0,0,512,512,RBC
34,995,480,247,31,36,488,280,0.997379243,0.99198395,0,0,512,512,RBC
35,1142,194,14,40,34,232,40,0.997375965,0.994759798,0,0,512,512,RBC
36,914,401,74,33,33,408,88,0.997277319,0.986970663,0,0,512,512,RBC
37,936,0,25,22,69,8,72,0.997149587,0.986243367,0,0,512,512,RBC
38,916,9,352,33,33,40,376,0.99711889,0.994547427,0,0,512,512,RBC
39,998,111,17,36,33,120,40,0.997098446,0.993007004,0,0,512,512,RBC
41,728,57,467,33,27,88,488,0.996972561,0.991769552,0,0,512,512,RBC
42,830,77,373,32,31,104,392,0.996873796,0.991596639,0,0,512,512,RBC
43,1099,95,337,36,37,104,344,0.996860683,0.98642534,0,0,512,512,RBC
44,1031,84,281,35,35,104,296,0.996807396,0.988450408,0,0,512,512,RBC
45,1113,139,436,37,36,168,456,0.996785462,0.995527744,0,0,512,512,RBC
46,968,156,333,34,34,184,344,0.996551454,0.98870635,0,0,512,512,RBC
47,969,228,273,33,36,248,280,0.996521533,0.982653081,0,0,512,512,RBC
48,926,207,387,33,34,216,408,0.996257842,0.991388619,0,0,512,512,RBC
49,957,8,140,34,34,8,152,0.996192396,0.988565505,0,0,512,512,RBC
50,926,470,211,35,32,472,232,0.996174037,0.986081362,0,0,512,512,RBC
51,844,147,37,34,30,168,40,0.996154964,0.987089217,0,0,512,512,RBC
52,982,67,426,34,35,72,440,0.996129155,0.988832474,0,0,512,512,RBC
53,842,91,215,33,31,120,232,0.996050775,0.995255053,0,0,512,512,RBC
54,1118,238,72,38,36,264,104,0.99590987,0.9884547,0,0,512,512,RBC
55,1099,280,76,37,37,312,88,0.995746911,0.984684706,0,0,512,512,RBC
56,1048,48,346,36,35,56,376,0.995665848,0.98955363,0,0,512,512,RBC
57,903,422,482,35,29,456,488,0.995575249,0.98899889,0,0,512,512,RBC
58,885,101,414,35,33,104,424,0.995537937,0.983221471,0,0,512,512,RBC
59,932,138,291,33,34,152,296,0.995479167,0.991443872,0,0,512,512,RBC
60,815,54,214,31,31,56,232,0.995221853,0.98660171,0,0,512,512,RBC
61,972,97,457,37,32,104,472,0.995198548,0.98775512,0,0,512,512,RBC
62,952,413,33,33,34,440,56,0.995104551,0.99164927,0,0,512,512,RBC
63,1038,7,389,38,32,8,408,0.99502331,0.983763158,0,0,512,512,RBC
64,1003,305,426,35,35,312,440,0.99487865,0.986124873,0,0,512,512,RBC
65,775,135,70,31,31,136,88,0.99486202,0.989704013,0,0,512,512,RBC
66,1202,418,108,39,39,424,136,0.994722664,0.980198026,0,0,512,512,RBC
67,1131,286,374,37,37,296,408,0.994587958,0.988536179,0,0,512,512,RBC
68,903,372,137,33,33,376,152,0.994497836,0.994475126,0,0,512,512,RBC
69,992,318,462,35,35,328,472,0.994450033,0.981075704,0,0,512,512,RBC
70,761,456,102,30,30,472,104,0.994445503,0.989528775,0,0,512,512,RBC
71,1066,256,105,37,36,264,136,0.994434774,0.989738822,0,0,512,512,RBC
72,885,21,232,32,34,24,248,0.994395912,0.989887655,0,0,512,512,RBC
73,629,395,0,32,22,424,8,0.99417299,0.993660867,0,0,512,512,RBC
74,845,474,51,31,32,488,56,0.994158328,0.985849082,0,0,512,512,RBC
75,949,466,175,36,31,472,184,0.99412179,0.988469601,0,0,512,512,RBC
76,722,461,491,40,20,472,504,0.993844032,0.988980711,0,0,512,512,RBC
77,960,438,147,34,34,440,168,0.993842721,0.986514509,0,0,512,512,RBC
78,945,227,325,34,34,248,360,0.993788183,0.990506351,0,0,512,512,RBC
79,393,114,0,35,14,120,8,0.99374634,0.987341762,0,0,512,512,RBC
80,1080,451,344,38,35,472,376,0.993566811,0.989852369,0,0,512,512,RBC
81,890,198,349,33,33,200,360,0.993217111,0.98776418,0,0,512,512,RBC
82,972,3,282,35,33,8,296,0.993142545,0.990806937,0,0,512,512,RBC
83,481,312,0,35,16,328,8,0.993039906,0.989626527,0,0,512,512,RBC
84,901,371,450,32,34,376,472,0.992816508,0.99006623,0,0,512,512,RBC
85,893,264,403,33,33,264,424,0.99273175,0.991081357,0,0,512,512,RBC
86,910,363,68,35,33,376,88,0.992708683,0.978331506,0,0,512,512,RBC
87,911,350,38,34,32,360,56,0.992707789,0.989071012,0,0,512,512,RBC
88,1102,420,397,36,37,424,408,0.992700994,0.993653655,0,0,512,512,RBC
89,999,284,336,34,34,296,344,0.99269253,0.982142866,0,0,512,512,RBC
90,1057,358,341,39,33,360,360,0.992584646,0.98497653,0,0,512,512,RBC
91,818,194,50,39,26,200,56,0.992579997,0.985436916,0,0,512,512,RBC
92,937,308,285,34,33,312,296,0.992571294,0.985216498,0,0,512,512,RBC
93,1021,167,374,36,34,200,392,0.992359757,0.991219521,0,0,512,512,RBC
95,615,172,0,38,19,200,8,0.991979003,0.987117529,0,0,512,512,RBC
96,878,353,416,33,32,376,440,0.991489828,0.98978436,0,0,512,512,RBC
97,535,0,421,21,31,8,424,0.991458952,0.986915886,0,0,512,512,RBC
98,624,490,145,21,33,504,152,0.991267145,0.979397774,0,0,512,512,RBC
99,1288,9,484,76,27,24,504,0.991150856,0.977029085,0,0,512,512,RBC
100,1004,371,280,38,32,376,296,0.991100609,0.98031497,0,0,512,512,RBC
101,817,341,7,33,30,344,24,0.991092265,0.992700756,0,0,512,512,RBC
102,904,226,421,36,31,248,424,0.991065681,0.990109861,0,0,512,512,RBC
103,776,218,459,31,30,248,472,0.99099648,0.983439505,0,0,512,512,RBC
104,1054,270,274,36,35,296,280,0.990903616,0.993396223,0,0,512,512,RBC
105,376,50,498,35,13,72,504,0.990826309,0.979112267,0,0,512,512,RBC
106,973,178,422,36,33,184,424,0.990502834,0.986721158,0,0,512,512,RBC
107,868,454,384,32,33,456,392,0.990213811,0.991972506,0,0,512,512,RBC
108,899,360,218,29,38,376,232,0.989972889,0.986754954,0,0,512,512,RBC
109,1007,397,160,35,35,408,184,0.989953816,0.988130569,0,0,512,512,RBC
110,985,425,445,37,32,456,456,0.989881456,0.983854711,0,0,512,512,RBC
111,948,476,446,35,33,504,456,0.989804566,0.980187714,0,0,512,512,RBC
112,920,385,243,35,32,392,248,0.98958075,0.990249217,0,0,512,512,RBC
114,1014,173,69,39,31,200,72,0.988880098,0.987242401,0,0,512,512,RBC
115,1090,54,278,65,39,104,312,0.988073587,0.959928751,0,0,512,512,RBC
116,1003,41,115,40,33,72,136,0.987925828,0.987179458,0,0,512,512,RBC
117,830,339,156,34,31,344,168,0.987666547,0.984486878,0,0,512,512,RBC
118,920,439,225,32,34,440,232,0.98739475,0.982740045,0,0,512,512,RBC
120,1120,239,141,38,35,248,168,0.987303317,0.984112978,0,0,512,512,RBC
121,788,423,489,78,22,488,504,0.986742556,0.960198998,0,0,512,512,RBC
122,957,442,15,35,35,472,24,0.985455334,0.985477149,0,0,512,512,RBC
123,784,247,301,34,30,248,312,0.985258877,0.989860594,0,0,512,512,RBC
124,876,391,425,35,32,392,440,0.98437041,0.988662124,0,0,512,512,RBC
128,1037,372,313,43,30,408,328,0.980141222,0.975285172,0,0,512,512,RBC
133,1042,474,51,37,48,488,56,0.975952148,0.966005683,0,0,512,512,RBC
134,420,494,418,17,29,504,424,0.975451529,0.981176496,0,0,512,512,RBC
141,359,202,272,21,25,216,280,0.965891719,0.977961421,0,0,512,512,RBC
147,988,428,445,83,34,504,472,0.95558238,0.969123483,0,0,512,512,RBC
148,1296,72,78,50,47,88,104,0.953849256,0.965753436,0,0,512,512,WBC
150,870,367,0,60,22,424,8,0.950576425,0.971623182,0,0,512,512,RBC
160,744,277,0,70,16,328,8,0.926199555,0.969576716,0,0,512,512,RBC
167,1487,427,418,84,61,488,472,0.906319141,0.965154529,0,0,512,512,RBC
