id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h,label
0,1207,470,106,38,39,472.0,120.0,1.012158989906311,0.9917355179786682,0,0,512,512,RBC
1,1044,481,152,30,39,488.0,168.0,1.009974479675293,0.9866793751716614,0,0,512,512,RBC
2,1083,424,185,38,34,424.0,200.0,1.0088773965835571,0.9935543537139891,0,0,512,512,RBC
3,1224,182,175,39,38,216.0,200.0,1.0077879428863523,0.995117962360382,0,0,512,512,RBC
4,1072,235,55,35,36,264.0,88.0,1.0070383548736572,0.996268630027771,0,0,512,512,RBC
5,1290,312,269,40,41,344.0,280.0,1.0068873167037964,0.9876922965049744,0,0,512,512,RBC
6,944,19,33,34,34,24.0,56.0,1.0067648887634275,0.99050635099411,0,0,512,512,RBC
7,1063,438,32,36,36,440.0,56.0,1.0061153173446655,0.9925023317337036,0,0,512,512,RBC
8,1204,234,197,36,41,264.0,232.0,1.005965232849121,0.9975103735923768,0,0,512,512,RBC
9,946,420,228,32,36,424.0,248.0,1.0050567388534546,0.9915700554847716,0,0,512,512,RBC
10,998,100,251,31,39,120.0,280.0,1.005021333694458,0.9910269379615784,0,0,512,512,RBC
11,997,308,165,34,35,328.0,200.0,1.0049248933792114,0.9910179376602172,0,0,512,512,RBC
12,862,154,481,33,30,184.0,504.0,1.0045825242996216,0.9942196607589722,0,0,512,512,RBC
13,1071,210,0,38,34,216.0,24.0,1.004069447517395,0.9906803369522096,0,0,512,512,RBC
14,1023,394,275,35,36,408.0,312.0,1.0040127038955688,0.992225468158722,0,0,512,512,RBC
15,1261,336,101,40,39,344.0,136.0,1.0036325454711914,0.9819890260696412,0,0,512,512,RBC
16,1067,298,11,35,36,328.0,40.0,1.003365159034729,0.9943820238113404,0,0,512,512,RBC
17,1052,439,73,35,35,440.0,88.0,1.003294825553894,0.9962013363838196,0,0,512,512,RBC
18,946,229,372,33,35,232.0,392.0,1.003276228904724,0.9905462265014648,0,0,512,512,RBC
19,1246,219,296,41,36,248.0,328.0,1.0026569366455078,0.9943910241127014,0,0,512,512,RBC
20,1093,26,470,37,37,56.0,472.0,1.0024372339248655,0.989981770515442,0,0,512,512,RBC
21,920,258,320,32,34,264.0,344.0,1.002342939376831,0.9913420081138612,0,0,512,512,RBC
22,1214,82,124,34,44,104.0,168.0,1.0021179914474487,0.9893963932991028,0,0,512,512,RBC
23,944,180,330,34,34,184.0,344.0,1.0020358562469482,0.9800629615783693,0,0,512,512,RBC
24,846,277,480,34,30,280.0,488.0,1.0018752813339231,0.9836257100105286,0,0,512,512,RBC
25,1163,214,238,43,34,248.0,248.0,1.001726746559143,0.991438329219818,0,0,512,512,RBC
26,1077,74,345,40,33,104.0,376.0,1.001718521118164,0.9953618049621582,0,0,512,512,RBC
27,958,240,120,34,35,264.0,136.0,1.0017099380493164,0.9865005016326904,0,0,512,512,RBC
28,943,216,335,34,32,232.0,344.0,1.0015652179718018,0.9884332418441772,0,0,512,512,RBC
29,1205,305,363,38,39,328.0,376.0,1.0015325546264648,0.9892473220825196,0,0,512,512,RBC
30,1204,116,130,35,44,136.0,168.0,1.0014009475708008,0.985185205936432,0,0,512,512,RBC
31,934,421,105,36,32,456.0,120.0,1.0012807846069336,0.98931622505188,0,0,512,512,RBC
32,956,109,41,33,35,120.0,72.0,1.0012625455856323,0.9875776171684264,0,0,512,512,RBC
33,845,66,482,32,29,72.0,488.0,1.0012009143829346,0.9929161667823792,0,0,512,512,RBC
34,1021,78,78,35,36,88.0,88.0,1.0011411905288696,0.9873294234275818,0,0,512,512,RBC
35,646,490,268,21,36,504.0,296.0,1.0010627508163452,0.989230751991272,0,0,512,512,RBC
36,1026,28,191,41,31,56.0,216.0,1.0008856058120728,0.9922330379486084,0,0,512,512,RBC
37,991,188,419,34,36,200.0,424.0,1.0008251667022705,0.9869999885559082,0,0,512,512,RBC
38,1022,349,227,33,36,360.0,248.0,1.000726342201233,0.9921951293945312,0,0,512,512,RBC
39,1105,457,347,36,38,488.0,376.0,1.0006407499313354,0.9892183542251588,0,0,512,512,RBC
40,1102,480,377,31,40,488.0,392.0,1.0004364252090454,0.9936651587486268,0,0,512,512,RBC
41,913,138,54,38,32,152.0,72.0,1.0002622604370115,0.98803049325943,0,0,512,512,RBC
42,1027,70,171,36,34,72.0,184.0,1.00013267993927,0.99319726228714,0,0,512,512,RBC
43,877,111,368,33,33,120.0,376.0,0.9997077584266664,0.9841269850730896,0,0,512,512,RBC
44,928,154,417,31,36,168.0,424.0,0.9996599555015564,0.9914255142211914,0,0,512,512,RBC
45,1079,193,75,36,36,200.0,104.0,0.9995762705802916,0.9926131367683412,0,0,512,512,RBC
46,1006,96,437,32,40,120.0,440.0,0.999539077281952,0.9862068891525269,0,0,512,512,RBC
47,979,120,460,38,32,152.0,488.0,0.9994054436683656,0.9888324737548828,0,0,512,512,RBC
48,995,352,26,33,38,360.0,56.0,0.9993919730186462,0.9860000014305116,0,0,512,512,RBC
49,1706,173,0,75,34,216.0,8.0,0.9993438720703124,0.9780219793319702,0,0,512,512,RBC
50,963,10,284,35,37,40.0,296.0,0.9993310570716858,0.9917184114456176,0,0,512,512,RBC
51,985,206,449,35,35,232.0,456.0,0.9992724061012268,0.9878787994384766,0,0,512,512,RBC
52,791,0,222,24,38,24.0,232.0,0.9991103410720824,0.996212124824524,0,0,512,512,RBC
53,1015,290,200,37,34,312.0,232.0,0.9990044236183168,0.9833984375,0,0,512,512,RBC
54,1048,289,51,38,33,328.0,72.0,0.9989941120147704,0.9942857027053832,0,0,512,512,RBC
55,984,199,267,37,32,216.0,296.0,0.9989519119262696,0.9959473013877868,0,0,512,512,RBC
56,600,173,0,40,19,200.0,8.0,0.9984502196311952,0.9900497794151306,0,0,512,512,RBC
57,487,0,12,15,38,8.0,40.0,0.9982091784477234,0.9938398599624634,0,0,512,512,RBC
58,968,75,287,34,34,88.0,296.0,0.9981030821800232,0.9917610883712769,0,0,512,512,RBC
59,1159,111,188,39,39,136.0,200.0,0.9980663657188416,0.9922614097595216,0,0,512,512,RBC
60,1177,0,419,34,41,24.0,456.0,0.9978877902030944,0.9873417615890504,0,0,512,512,RBC
61,1099,283,289,36,38,312.0,312.0,0.997609555721283,0.9936421513557434,0,0,512,512,RBC
62,1195,428,304,34,49,440.0,312.0,0.9974997639656068,0.9817276000976562,0,0,512,512,RBC
63,1049,67,417,38,35,104.0,424.0,0.9973226189613342,0.9886363744735718,0,0,512,512,RBC
64,919,83,386,37,33,104.0,392.0,0.9973101019859314,0.9870410561561584,0,0,512,512,RBC
65,1019,227,154,34,38,232.0,168.0,0.99726539850235,0.9960784316062928,0,0,512,512,RBC
66,1053,19,321,36,36,40.0,328.0,0.9971643090248108,0.990539252758026,0,0,512,512,RBC
67,1007,45,244,35,36,56.0,264.0,0.9966763854026794,0.9881305694580078,0,0,512,512,RBC
68,1178,0,162,40,37,24.0,200.0,0.9966610074043274,0.9898563027381896,0,0,512,512,RBC
69,945,131,235,31,38,136.0,264.0,0.9966359734535216,0.9947201609611512,0,0,512,512,RBC
70,1036,376,67,37,34,376.0,88.0,0.996388852596283,0.9894230961799622,0,0,512,512,RBC
71,984,468,443,35,34,488.0,472.0,0.9962584376335144,0.9919028282165528,0,0,512,512,RBC
72,2475,283,269,69,58,312.0,296.0,0.9956450462341307,0.9827448129653932,0,0,512,512,RBC
73,1059,135,166,39,35,136.0,184.0,0.9948589205741882,0.9877819418907166,0,0,512,512,RBC
74,2282,409,305,53,69,440.0,344.0,0.9948039054870604,0.9792118072509766,0,0,512,512,RBC
75,548,329,203,23,29,344.0,216.0,0.9945206046104432,0.9873188138008118,0,0,512,512,RBC
76,1075,154,84,36,36,168.0,120.0,0.9941714406013488,0.9925857186317444,0,0,512,512,RBC
77,911,6,252,36,33,24.0,264.0,0.9936628937721252,0.9901746511459352,0,0,512,512,RBC
78,428,408,0,37,14,424.0,8.0,0.9936471581459044,0.9930232763290404,0,0,512,512,RBC
79,1038,416,383,34,36,424.0,392.0,0.9935860633850098,0.9923298358917236,0,0,512,512,RBC
80,483,0,393,19,31,8.0,408.0,0.9934977889060974,0.9855967164039612,0,0,512,512,RBC
81,1025,400,423,38,32,408.0,440.0,0.993230164051056,0.9893307685852052,0,0,512,512,RBC
82,1188,363,377,38,38,376.0,392.0,0.9928122162818908,0.9899075031280518,0,0,512,512,RBC
83,1056,409,337,38,37,440.0,360.0,0.9927663207054138,0.9877819418907166,0,0,512,512,RBC
84,606,0,88,20,36,8.0,104.0,0.9926766753196716,0.9852458834648132,0,0,512,512,RBC
85,1016,144,261,37,39,152.0,280.0,0.9924781918525696,0.9852941036224364,0,0,512,512,RBC
86,302,320,0,30,13,344.0,8.0,0.9924110770225524,0.996688723564148,0,0,512,512,RBC
87,1924,109,41,67,45,168.0,56.0,0.9923455715179444,0.9829721450805664,0,0,512,512,RBC
88,939,0,123,29,40,24.0,136.0,0.991600215435028,0.9883720874786376,0,0,512,512,RBC
89,281,115,499,27,12,136.0,504.0,0.9914758801460266,0.9929078221321106,0,0,512,512,
90,342,498,481,13,30,504.0,504.0,0.9891735315322876,0.9970845580101012,0,0,512,512,RBC
91,860,166,232,33,32,168.0,248.0,0.9891698956489564,0.988399088382721,0,0,512,512,RBC
92,991,116,84,34,33,120.0,104.0,0.9891112446784972,0.9879639148712158,0,0,512,512,RBC
93,889,460,478,33,32,472.0,504.0,0.9888344407081604,0.9888017773628236,0,0,512,512,RBC
94,2488,82,123,69,51,136.0,136.0,0.9886516332626344,0.9761620759963988,0,0,512,512,RBC
95,1959,180,330,70,37,200.0,344.0,0.9885839223861694,0.9802431464195251,0,0,512,512,RBC
96,1212,428,464,35,46,440.0,488.0,0.9883453249931335,0.983660101890564,0,0,512,512,RBC
97,1712,0,393,34,67,24.0,424.0,0.9879900217056274,0.9791666865348816,0,0,512,512,RBC
98,1129,320,421,39,36,328.0,424.0,0.9872674345970154,0.9798598885536194,0,0,512,512,RBC
99,1012,44,295,34,40,56.0,312.0,0.9870511889457704,0.9862475395202636,0,0,512,512,RBC
100,1211,315,456,40,38,328.0,488.0,0.9865829944610596,0.988524615764618,0,0,512,512,RBC
101,1856,83,368,61,51,120.0,392.0,0.9863128662109376,0.9765333533287048,0,0,512,512,RBC
102,986,240,120,34,65,264.0,136.0,0.9856317043304444,0.968222439289093,0,0,512,512,RBC
103,700,408,0,73,14,424.0,8.0,0.9851030111312866,0.9815340638160706,0,0,512,512,RBC
104,1991,153,417,69,38,200.0,440.0,0.9848734140396118,0.9737363457679749,0,0,512,512,RBC
105,472,250,494,35,17,264.0,504.0,0.9841390252113342,0.9831932783126832,0,0,512,512,RBC
106,257,449,0,32,9,472.0,8.0,0.9834024310112,0.996124029159546,0,0,512,512,
107,2785,290,164,63,70,328.0,200.0,0.982595443725586,0.957334280014038,0,0,512,512,RBC
108,1370,250,480,61,31,280.0,488.0,0.9821537733078004,0.983321249485016,0,0,512,512,RBC
109,909,432,478,61,32,488.0,488.0,0.9807203412055968,0.9636363387107848,0,0,512,512,RBC
110,1624,290,200,62,34,344.0,232.0,0.9800742864608764,0.9744369983673096,0,0,512,512,RBC
111,1590,0,88,29,75,8.0,136.0,0.9792590141296388,0.97826087474823,0,0,512,512,RBC
112,2142,198,238,59,62,216.0,296.0,0.978840708732605,0.9593235850334167,0,0,512,512,RBC
113,1964,227,121,47,71,248.0,184.0,0.976371169090271,0.9625374674797058,0,0,512,512,RBC
114,192,0,503,28,8,8.0,504.0,0.9762008786201476,0.9895833134651184,0,0,512,512,
115,1190,466,152,45,40,488.0,184.0,0.975662350654602,0.9784052968025208,0,0,512,512,RBC
116,193,382,45,14,16,392.0,56.0,0.9692224264144896,0.984455943107605,0,0,512,512,
117,1930,6,244,74,41,56.0,248.0,0.9678411483764648,0.960606038570404,0,0,512,512,RBC
118,548,405,457,25,33,424.0,488.0,0.9645918607711792,0.985559582710266,0,0,512,512,RBC
119,1185,356,440,41,35,360.0,472.0,0.9617186188697816,0.981620728969574,0,0,512,512,RBC
120,2011,103,235,78,65,152.0,280.0,0.9589251279830932,0.9653658270835876,0,0,512,512,RBC
121,2282,111,166,63,61,136.0,200.0,0.9584704637527466,0.9731717705726624,0,0,512,512,RBC
122,1559,368,459,50,52,408.0,472.0,0.9579447507858276,0.9772007465362548,0,0,512,512,RBC
123,160,37,428,11,15,40.0,440.0,0.9567930698394777,0.9695122241973876,0,0,512,512,
124,136,465,171,15,12,472.0,184.0,0.9540450572967528,0.964028775691986,0,0,512,512,
125,1101,337,395,45,41,376.0,424.0,0.9536025524139404,0.9713004231452942,0,0,512,512,RBC
126,2055,100,235,62,55,104.0,280.0,0.9535690546035768,0.9556185007095336,0,0,512,512,RBC
127,150,63,227,14,13,72.0,232.0,0.952719509601593,0.9607843160629272,0,0,512,512,
128,2222,198,238,59,91,232.0,264.0,0.9525229930877686,0.9656538963317872,0,0,512,512,RBC
129,1355,470,106,41,82,472.0,136.0,0.9518042802810668,0.9601449370384216,0,0,512,512,RBC
130,113,285,0,13,9,296.0,8.0,0.9510244131088256,0.982608675956726,0,0,512,512,
131,335,331,499,32,12,344.0,504.0,0.9495064616203308,0.976331353187561,0,0,512,512,RBC
132,96,70,280,11,9,72.0,280.0,0.94914311170578,1.0,0,0,512,512,
133,210,68,70,16,15,72.0,72.0,0.947992205619812,0.9952380657196044,0,0,512,512,
134,2246,456,347,55,70,472.0,376.0,0.9463181495666504,0.9784235954284668,0,0,512,512,RBC
135,1087,369,479,49,32,392.0,488.0,0.9443227648735046,0.9569120407104492,0,0,512,512,RBC
136,2018,131,235,50,65,168.0,280.0,0.9442821741104126,0.971177339553833,0,0,512,512,RBC
137,724,350,476,38,29,376.0,488.0,0.9417909979820251,0.9713506102561952,0,0,512,512,RBC
138,158,388,266,14,15,392.0,280.0,0.939658224582672,0.9813664555549622,0,0,512,512,
139,2569,337,373,64,63,376.0,408.0,0.9342622756958008,0.9536826014518738,0,0,512,512,RBC
140,2040,350,440,47,67,376.0,472.0,0.9324690103530884,0.96150141954422,0,0,512,512,RBC
141,381,359,417,23,19,376.0,424.0,0.9299420118331908,0.9510309100151062,0,0,512,512,RBC
142,1042,334,481,84,30,408.0,504.0,0.9285876154899596,0.9595484733581544,0,0,512,512,RBC
143,307,340,370,30,31,360.0,376.0,0.92800372838974,0.9555555582046508,0,0,512,512,RBC
144,2024,317,440,80,66,392.0,456.0,0.9223101139068604,0.9604247212409972,0,0,512,512,RBC
145,1887,79,347,65,72,88.0,408.0,0.9071871042251588,0.9506426453590392,0,0,512,512,RBC
146,361,462,481,49,30,504.0,488.0,0.8908179998397827,0.9543010592460632,0,0,512,512,RBC
