id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h,label
0,985,197,133,35,35,216.0,136.0,1.0087565183639526,0.9898989796638488,0,0,512,512,RBC
1,763,253,485,33,26,264.0,504.0,1.007300853729248,0.9921671152114868,0,0,512,512,RBC
2,1140,276,265,34,39,280.0,280.0,1.0034366846084597,0.992146611213684,0,0,512,512,RBC
3,1026,377,76,32,38,408.0,104.0,1.0032339096069336,0.9941747784614564,0,0,512,512,RBC
4,836,486,70,25,37,488.0,88.0,1.0030187368392944,0.9892984628677368,0,0,512,512,RBC
5,1081,236,266,36,36,264.0,280.0,1.0027968883514404,0.9880514740943908,0,0,512,512,RBC
6,629,489,262,22,34,504.0,296.0,1.0026068687438965,0.9920634627342224,0,0,512,512,RBC
7,821,0,0,38,25,24.0,24.0,1.0024751424789429,0.9842995405197144,0,0,512,512,RBC
8,933,56,4,34,33,72.0,8.0,1.0024608373641968,0.991471230983734,0,0,512,512,RBC
9,1140,54,86,39,36,88.0,104.0,1.00239896774292,0.993013083934784,0,0,512,512,RBC
10,1051,308,474,36,35,312.0,488.0,1.0022001266479492,0.9952516555786132,0,0,512,512,RBC
11,763,0,138,23,36,8.0,152.0,1.0021487474441528,0.9934725761413574,0,0,512,512,RBC
12,1127,119,1,44,31,152.0,24.0,1.0020098686218262,0.9894273281097412,0,0,512,512,RBC
13,1276,466,25,43,38,504.0,56.0,1.00200092792511,0.9867807030677797,0,0,512,512,RBC
14,1232,27,124,40,38,56.0,152.0,1.0017592906951904,0.990338146686554,0,0,512,512,RBC
15,1212,300,190,37,39,312.0,216.0,1.0015995502471924,0.9909688234329224,0,0,512,512,RBC
16,1053,357,252,31,40,360.0,280.0,1.0013188123703003,0.994318187236786,0,0,512,512,RBC
17,1022,475,144,35,36,488.0,152.0,1.0013052225112915,0.9863945841789246,0,0,512,512,RBC
18,1128,375,35,38,36,376.0,56.0,1.00123393535614,0.9929391145706176,0,0,512,512,RBC
19,1169,351,346,36,39,360.0,376.0,1.0012249946594238,0.9863945841789246,0,0,512,512,RBC
20,1015,382,160,34,35,392.0,184.0,1.001107931137085,0.9911677837371826,0,0,512,512,RBC
21,906,82,134,38,28,104.0,152.0,1.0010462999343872,0.9923076629638672,0,0,512,512,RBC
22,1129,433,227,36,38,440.0,232.0,1.000956654548645,0.990325391292572,0,0,512,512,RBC
23,1137,87,53,37,38,88.0,72.0,1.0009223222732544,0.9912663698196412,0,0,512,512,RBC
24,1153,220,7,40,35,248.0,40.0,1.0007890462875366,0.991349458694458,0,0,512,512,RBC
25,1356,326,387,38,45,328.0,408.0,1.000774621963501,0.9831871390342712,0,0,512,512,RBC
26,1086,354,195,37,36,360.0,216.0,1.0006886720657349,0.9871912002563475,0,0,512,512,RBC
27,439,208,498,40,13,232.0,504.0,1.0006862878799438,1.0,0,0,512,512,RBC
28,1066,392,325,35,37,392.0,344.0,1.0005346536636353,0.9925373196601868,0,0,512,512,RBC
29,1067,465,110,37,35,472.0,120.0,1.0004699230194092,0.9906716346740724,0,0,512,512,RBC
30,1158,303,437,40,35,312.0,440.0,1.000123143196106,0.9922547340393066,0,0,512,512,RBC
31,1061,6,343,35,37,40.0,360.0,1.0000967979431152,0.9906103014945984,0,0,512,512,RBC
32,987,58,165,33,36,72.0,168.0,1.000025987625122,0.9859296679496764,0,0,512,512,RBC
33,1154,189,36,38,38,216.0,72.0,0.9998794794082642,0.9871134161949158,0,0,512,512,RBC
34,1155,20,20,39,39,40.0,24.0,0.998939335346222,0.9931034445762634,0,0,512,512,RBC
35,1017,323,65,36,34,328.0,88.0,0.9989058375358582,0.989226222038269,0,0,512,512,RBC
36,1000,295,234,36,35,312.0,264.0,0.998884618282318,0.9880715608596802,0,0,512,512,RBC
37,903,340,0,38,29,360.0,24.0,0.9988404512405396,0.991189420223236,0,0,512,512,RBC
38,1096,462,325,35,39,472.0,328.0,0.998777449131012,0.9882139563560486,0,0,512,512,RBC
