id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h,label
0,755,492,266,19,64,504,312,1.010461569,0.990765154,0,0,512,512,RBC
1,1030,233,298,35,35,232,312,1.006409764,0.992270529,0,0,512,512,RBC
2,530,492,297,19,33,504,328,1.00588727,0.98501873,0,0,512,512,RBC
3,1837,244,419,55,45,280,440,1.005292654,0.984881222,0,0,512,512,RBC
4,1065,23,447,37,35,40,456,1.004612684,0.987873137,0,0,512,512,RBC
5,1150,269,178,40,36,280,184,1.004075408,0.981050789,0,0,512,512,RBC
6,1303,151,68,40,40,152,88,1.003883481,0.991603076,0,0,512,512,RBC
7,1228,130,365,41,37,152,392,1.003465533,0.987873912,0,0,512,512,RBC
8,1101,275,215,38,35,280,232,1.003267407,0.992766738,0,0,512,512,RBC
9,828,0,434,26,38,8,440,1.003167391,0.990361452,0,0,512,512,RBC
10,1103,119,22,39,35,136,56,1.002502561,0.99098289,0,0,512,512,RBC
11,1005,206,250,34,36,216,264,1.002123237,0.993041754,0,0,512,512,RBC
12,1041,269,133,35,35,280,152,1.002086639,0.990448892,0,0,512,512,RBC
13,924,296,251,32,34,296,264,1.001875877,0.987110615,0,0,512,512,RBC
14,787,341,243,32,29,344,264,1.001817822,0.998729348,0,0,512,512,RBC
15,1074,103,144,37,35,104,168,1.001448154,0.988909423,0,0,512,512,RBC
16,1070,180,348,41,31,184,360,1.001317859,0.989738822,0,0,512,512,RBC
17,1003,414,45,35,36,440,72,1.000976086,0.985163212,0,0,512,512,RBC
18,982,182,382,37,32,200,408,1.000498772,0.984787047,0,0,512,512,RBC
19,1156,377,202,38,39,408,232,0.999959528,0.984602213,0,0,512,512,RBC
20,1129,26,289,39,36,56,312,0.999836862,0.990299821,0,0,512,512,RBC
21,1085,20,132,45,29,40,136,0.999818087,0.98989898,0,0,512,512,RBC
22,993,412,190,35,35,424,200,0.999551713,0.981963933,0,0,512,512,RBC
23,1041,224,384,35,37,248,392,0.999521077,0.992329836,0,0,512,512,RBC
24,1177,441,249,39,38,456,280,0.99944216,0.986486495,0,0,512,512,RBC
25,1097,25,410,39,33,56,440,0.998404145,0.990917325,0,0,512,512,RBC
26,1153,386,264,38,37,408,296,0.998332679,0.994818628,0,0,512,512,RBC
27,1348,169,151,46,36,200,152,0.997995317,0.989675522,0,0,512,512,RBC
28,1113,174,279,39,34,200,312,0.997978747,0.987488806,0,0,512,512,RBC
29,1134,169,114,38,35,184,120,0.99726218,0.989492118,0,0,512,512,RBC
30,458,0,345,17,31,8,360,0.997132957,0.98064518,0,0,512,512,RBC
31,2352,25,248,49,78,40,264,0.996945024,0.973120511,0,0,512,512,RBC
32,1154,38,248,36,39,56,248,0.996668994,0.986206889,0,0,512,512,RBC
33,1008,356,333,36,34,360,360,0.996535659,0.986220479,0,0,512,512,RBC
34,403,0,0,33,14,24,8,0.996208847,0.992555857,0,0,512,512,RBC
35,984,92,432,39,32,104,456,0.996031702,0.991886437,0,0,512,512,RBC
36,400,0,490,19,21,8,488,0.996030748,0.992518723,0,0,512,512,RBC
37,1202,389,365,41,33,392,376,0.995991111,0.991715014,0,0,512,512,RBC
38,889,1,18,34,30,8,24,0.995960116,0.991061449,0,0,512,512,RBC
39,741,151,6,32,28,168,8,0.995910704,0.982643545,0,0,512,512,RBC
40,990,36,6,37,33,40,24,0.995810091,0.985929668,0,0,512,512,RBC
41,1134,64,140,38,38,72,152,0.995512486,0.984265745,0,0,512,512,RBC
42,1190,351,401,35,41,360,408,0.995349288,0.988294303,0,0,512,512,RBC
43,926,9,96,31,35,40,120,0.994701147,0.989270389,0,0,512,512,RBC
44,1076,408,150,38,35,440,168,0.994598627,0.9907493,0,0,512,512,RBC
45,1241,433,120,42,38,440,136,0.994515598,0.990400016,0,0,512,512,RBC
46,1681,297,431,45,47,328,472,0.994367182,0.985849082,0,0,512,512,WBC
47,539,175,493,35,18,184,504,0.994333506,0.98888886,0,0,512,512,RBC
48,748,88,486,35,25,88,504,0.993760049,0.988031924,0,0,512,512,RBC
49,995,421,303,35,34,424,312,0.99371928,0.986986995,0,0,512,512,RBC
50,1066,402,232,41,34,440,248,0.993459404,0.98322463,0,0,512,512,RBC
51,873,46,193,36,32,72,216,0.993205428,0.984036505,0,0,512,512,RBC
52,1293,314,365,48,33,328,392,0.992807925,0.98617512,0,0,512,512,RBC
53,1027,52,372,35,40,72,376,0.992603004,0.986486495,0,0,512,512,RBC
54,1123,106,391,39,37,120,392,0.992579758,0.984098911,0,0,512,512,RBC
55,1143,247,460,44,32,264,472,0.992450774,0.985268652,0,0,512,512,RBC
56,1144,379,303,38,36,392,312,0.992385209,0.988705456,0,0,512,512,RBC
57,777,184,219,32,28,200,248,0.99168545,0.987228632,0,0,512,512,RBC
58,1043,256,360,37,40,264,376,0.991445899,0.988571405,0,0,512,512,RBC
59,731,316,489,39,22,328,504,0.990884423,0.990463197,0,0,512,512,RBC
60,1113,417,87,38,36,456,104,0.99086827,0.991949916,0,0,512,512,RBC
61,999,354,447,36,36,360,456,0.990355134,0.992015958,0,0,512,512,RBC
62,1060,183,186,41,30,216,200,0.989956677,0.990619123,0,0,512,512,RBC
63,1038,69,406,38,35,88,408,0.989293039,0.992322445,0,0,512,512,RBC
64,1002,34,163,37,34,56,168,0.988938391,0.987077534,0,0,512,512,RBC
65,982,169,244,38,33,184,248,0.988720953,0.977844894,0,0,512,512,RBC
66,1218,343,73,42,36,344,88,0.987973988,0.986895978,0,0,512,512,RBC
67,404,53,0,43,13,72,8,0.987095833,0.975490212,0,0,512,512,RBC
68,1045,324,103,42,33,360,120,0.987081826,0.990476191,0,0,512,512,RBC
69,848,272,423,27,41,280,424,0.986567557,0.966357291,0,0,512,512,RBC
70,1174,275,335,42,33,280,344,0.986223042,0.986440659,0,0,512,512,RBC
71,884,396,333,39,28,408,344,0.985969007,0.97977531,0,0,512,512,RBC
72,1159,147,398,39,37,184,408,0.98582232,0.98713553,0,0,512,512,RBC
73,2107,180,348,41,66,184,360,0.985594988,0.980253875,0,0,512,512,RBC
74,1913,119,5,64,52,136,24,0.984918594,0.9758479,0,0,512,512,RBC
75,625,0,345,17,58,8,376,0.984633923,0.980982542,0,0,512,512,RBC
76,1058,388,68,35,39,408,72,0.983036041,0.99340868,0,0,512,512,RBC
77,920,307,128,36,33,328,152,0.982907355,0.981681049,0,0,512,512,RBC
78,976,244,419,32,37,264,456,0.981063008,0.984802425,0,0,512,512,RBC
80,1106,279,386,36,42,296,424,0.978663981,0.973309636,0,0,512,512,RBC
81,770,286,481,36,30,296,488,0.978491604,0.978149116,0,0,512,512,RBC
83,2285,269,178,44,72,280,200,0.977469444,0.976200759,0,0,512,512,RBC
84,1291,0,85,40,46,8,120,0.976424575,0.977828741,0,0,512,512,RBC
85,879,20,369,33,33,40,376,0.976401627,0.983089089,0,0,512,512,RBC
86,2239,377,190,70,51,424,216,0.972350359,0.977836907,0,0,512,512,RBC
87,314,0,85,11,36,8,88,0.971265972,0.98407644,0,0,512,512,RBC
88,1953,279,386,76,42,296,408,0.968067169,0.972236216,0,0,512,512,RBC
89,736,149,493,61,18,200,504,0.966515541,0.966711044,0,0,512,512,RBC
91,1962,0,434,60,48,40,472,0.964528084,0.977341413,0,0,512,512,RBC
94,3392,0,0,96,49,40,8,0.959925056,0.971428573,0,0,512,512,RBC
95,2524,169,114,46,73,200,152,0.957148194,0.954773843,0,0,512,512,RBC
97,1818,267,481,88,30,328,504,0.951501012,0.980424166,0,0,512,512,RBC
98,2092,169,244,71,42,216,264,0.950015545,0.959145784,0,0,512,512,RBC
99,4612,20,132,121,65,104,168,0.949194908,0.958661854,0,0,512,512,RBC
100,2384,256,335,61,65,280,376,0.948634624,0.963298976,0,0,512,512,RBC
101,1682,88,486,122,25,104,504,0.947141171,0.971748114,0,0,512,512,RBC
102,3727,106,365,81,70,152,424,0.936997294,0.956966698,0,0,512,512,RBC
103,2388,256,335,104,65,280,392,0.932985187,0.956075549,0,0,512,512,RBC
104,2013,356,332,79,35,376,344,0.929383874,0.953779519,0,0,512,512,RBC
105,3014,244,419,55,73,264,472,0.923444986,0.965370774,0,0,512,512,RBC
