id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h,label
0,968,197,482,38,29,232,488,1.007906437,0.99178642,0,0,512,512,RBC
1,899,259,387,33,33,264,408,1.005996943,0.986769557,0,0,512,512,RBC
2,707,413,489,37,22,440,504,1.005478621,0.98593533,0,0,512,512,RBC
3,1037,0,139,33,37,24,168,1.005339146,0.990384638,0,0,512,512,RBC
4,860,484,90,27,36,488,104,1.004499435,0.990740716,0,0,512,512,RBC
5,1102,471,156,31,44,472,184,1.003288746,0.99005425,0,0,512,512,RBC
6,1010,222,295,36,34,232,296,1.003119707,0.99111551,0,0,512,512,RBC
7,1328,338,147,42,40,344,168,1.003067136,0.985767782,0,0,512,512,RBC
8,1106,201,41,37,39,232,72,1.002834558,0.990116775,0,0,512,512,RBC
9,817,75,0,31,29,88,8,1.002796888,0.99022007,0,0,512,512,RBC
10,979,263,291,34,35,264,312,1.002614737,0.993890047,0,0,512,512,RBC
11,982,59,481,38,30,88,488,1.0025599,0.989878535,0,0,512,512,RBC
12,1008,376,283,37,33,376,296,1.001878619,0.993089855,0,0,512,512,RBC
13,1021,287,264,43,33,312,296,1.001787663,0.988326848,0,0,512,512,RBC
14,637,281,489,35,22,312,504,1.001726508,0.992163002,0,0,512,512,RBC
15,1034,55,99,35,36,56,104,1.001341462,0.99613899,0,0,512,512,RBC
16,994,432,300,34,36,456,328,1.001104116,0.989979982,0,0,512,512,RBC
17,981,161,299,34,37,168,328,1.001040578,0.988843799,0,0,512,512,RBC
18,949,459,258,36,32,472,264,1.000911713,0.988493741,0,0,512,512,RBC
19,1039,350,382,38,33,360,392,1.000874043,0.991387546,0,0,512,512,RBC
20,1064,342,293,37,36,344,312,1.000485539,0.990662932,0,0,512,512,RBC
21,891,156,0,35,30,184,24,1.000412583,0.994388342,0,0,512,512,RBC
22,936,189,281,32,37,216,312,1.000277758,0.991471231,0,0,512,512,RBC
23,1078,466,463,35,37,488,488,1.000254512,0.985253453,0,0,512,512,RBC
24,1042,333,81,36,35,344,104,1.000087023,0.997123659,0,0,512,512,RBC
25,1004,301,301,35,34,312,328,0.999868214,0.988107026,0,0,512,512,RBC
26,915,417,443,34,33,440,472,0.999646962,0.991294861,0,0,512,512,RBC
27,980,332,0,33,36,360,24,0.999596953,0.986828744,0,0,512,512,RBC
28,1073,445,343,36,37,472,376,0.999364555,0.988857925,0,0,512,512,RBC
29,1069,437,52,35,36,440,72,0.999243855,0.991604507,0,0,512,512,RBC
30,1085,228,204,36,37,232,216,0.998894393,0.9871912,0,0,512,512,RBC
31,908,88,43,32,35,88,56,0.998587787,0.986813188,0,0,512,512,RBC
32,986,60,142,36,33,72,168,0.99846071,0.97597599,0,0,512,512,RBC
33,789,0,59,27,33,24,72,0.998432219,0.993678868,0,0,512,512,RBC
34,690,110,0,34,23,120,8,0.998324573,0.991329491,0,0,512,512,RBC
35,911,403,53,31,35,424,88,0.998314857,0.99234134,0,0,512,512,RBC
36,859,276,0,29,36,280,24,0.998208582,0.988452673,0,0,512,512,RBC
37,928,123,299,34,34,152,312,0.998125255,0.989316225,0,0,512,512,RBC
38,1018,451,125,37,34,456,152,0.998124838,0.990215242,0,0,512,512,RBC
39,858,122,36,33,32,152,56,0.998112381,0.987253785,0,0,512,512,RBC
40,905,461,206,38,29,472,232,0.998108089,0.985729992,0,0,512,512,RBC
41,978,367,7,35,33,392,24,0.997952998,0.989827037,0,0,512,512,RBC
42,1015,408,17,39,32,440,40,0.997905672,0.987279832,0,0,512,512,RBC
43,1109,163,461,38,42,200,488,0.997872651,0.982974887,0,0,512,512,RBC
44,732,0,17,22,35,8,24,0.997836411,0.994565189,0,0,512,512,RBC
45,722,329,489,121,22,440,504,0.997678995,0.982142866,0,0,512,512,RBC
46,1072,134,338,37,34,136,344,0.997574389,0.993500471,0,0,512,512,RBC
47,656,484,286,27,31,488,296,0.99757129,0.981927693,0,0,512,512,RBC
48,833,327,409,33,31,344,408,0.997570932,0.991646767,0,0,512,512,RBC
49,1124,389,115,36,38,392,136,0.997293293,0.986760795,0,0,512,512,RBC
50,375,0,493,25,18,24,504,0.997250915,0.997333348,0,0,512,512,RBC
